INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,APLAPOLLO ,25/08/2026,1845.0,1874.9,1825.1,1858.0,3857350.0,3114940465.0,1671250.0,4775.0,2714.0
 FUTSTK     ,,25/08/2026,2791.8,2885.2,2776.5,2862.3,1820200.0,2306429800.0,806400.0,4032.0,3309.0
 FUTSTK     ,TATASTEEL ,25/08/2026,185.7,186.14,184.6,185.45,138371750.0,7211131895.0,38907000.0,14148.0,10454.0
FUTSTK    ,JSWENERGY ,29/09/2026,558.0,559.0,555.0,557.95,109650.0,18000015.0,,30.0,17.0
 FUTSTK     ,PNB       ,28/07/2026,110.72,112.2,,111.71,,9271175280.0,83152000.0,10394.0,6849.0
FUTSTK    ,TVSMOTOR  ,25/08/2026,3895.0,3916.1,3866.0,3901.1,11691750.0,10280226705.0,2643025.0,15103.0,11205.0
FUTSTK    ,GODFRYPHLP,25/08/2026,2109.0,2226.0,2109.0,2175.0,1565025.0,3632706357.5,1667875.0,6065.0,4599.0
 FUTSTK     , BAJAJ-AUTO ,29/09/2026,11267.5,11340.0,11195.0,11281.0,18450.0,80305387.5,7125.0,95.0,81.0
FUTSTK    ,BSE       ,,3610.0,3610.0,3538.0,3581.6,262600.0,480270000.0,134400.0,672.0,554.0
FUTSTK    ,VMM       ,25/08/2026,110.0,110.49,107.65,,38848500.0,1599019780.0,,3025.0,
FUTSTK    ,M&M       ,25/08/2026,3207.0,3261.0,3190.0,3250.4,,17992092680.0,5573600.0,27868.0,17793.0
FUTSTK    ,CGPOWER   ,28/07/2026,876.45,886.15,868.9,878.6,5428100.0,5160970500.0,5882000.0,6920.0,5230.0
FUTSTK    , BAJAJHLDNG ,,10730.0,10890.0,10700.0,10890.0,2400.0,8062950.0,750.0,10.0,10.0
FUTSTK    ,INDIANB   ,29/09/2026,843.0,843.5,837.0,837.7,,15976400.0,19000.0,19.0,19.0
FUTSTK    ,,28/07/2026,464.95,470.2,461.1,469.15,10252575.0,,10184100.0,,
 FUTSTK     ,IRFC      ,25/08/2026,87.06,87.75,87.0,87.28,80794525.0,3184563861.5,,6719.0,5776.0
FUTSTK    ,WIPRO     ,,174.5,175.54,172.81,175.29,278157000.0,18552985560.0,106605000.0,35535.0,23291.0
FUTSTK    ,PIIND     ,25/08/2026,2730.6,2751.0,2704.8,2738.0,2612575.0,2155237787.5,786975.0,4497.0,3201.0
 FUTSTK     ,SIEMENS   ,28/07/2026,3724.8,3746.1,3675.6,3715.4,622825.0,3930719940.0,1060850.0,6062.0,
FUTSTK    ,MAXHEALTH ,25/08/2026,1101.4,1115.0,1091.9,1110.5,9399600.0,,3396750.0,6470.0,5580.0
* - OPEN_INT as available in the trading system at the end of trading hours.                                                                                                                                                                                                                                                                                                                                                                                                                                        , nan ,,,,,,,,,,
FUTSTK    ,SBILIFE   ,28/07/2026,,1867.5,1835.0,1862.3,2029125.0,3933603337.5,2126625.0,5671.0,4305.0
FUTSTK    ,MFSL      ,25/08/2026,1535.3,1543.9,1508.6,1518.6,7874400.0,,3289200.0,8223.0,5263.0
 FUTIDX     , BANKNIFTY  ,25/08/2026,57499.0,57567.0,57190.0,57396.2,1672110.0,36032143122.0,628020.0,20934.0,13457.0
FUTSTK    ,POWERGRID ,29/09/2026,291.45,,288.95,,12944700.0,528937770.0,1820200.0,,279.0
FUTSTK    ,BRITANNIA ,25/08/2026,5320.5,5374.0,5278.0,5325.0,1938000.0,4267497375.0,803000.0,6424.0,5114.0
 FUTSTK     , AMBER      ,25/08/2026,7247.0,,7247.0,7308.5,,4185313200.0,571800.0,5718.0,3926.0
FUTSTK    , HCLTECH    ,28/07/2026,1284.5,1304.8,1279.1,1298.3,5065600.0,16145860280.0,,31131.0,21412.0
FUTSTK    ,PIDILITIND,25/08/2026,1597.9,1634.8,1597.9,1622.8,6949000.0,5746680600.0,,7087.0,5238.0
FUTSTK    ,AUBANK    ,25/08/2026,,1066.2,1026.6,1055.6,21791000.0,13110814600.0,12519000.0,12519.0,9641.0
FUTSTK    , CGPOWER    ,25/08/2026,884.0,890.45,872.05,883.1,16648950.0,,8188900.0,9634.0,
FUTSTK    , IDFCFIRSTB ,28/07/2026,86.1,88.8,84.76,84.95,,16013221276.5,,19980.0,15041.0
FUTSTK    ,TORNTPHARM,25/08/2026,4917.7,5022.7,4917.7,4994.2,4532625.0,7866543112.5,1580875.0,12647.0,10238.0
FUTSTK    , TCS        ,28/07/2026,2279.5,2315.8,2275.0,2293.8,10632150.0,27138846172.5,11808000.0,52480.0,31828.0
FUTSTK    , KAYNES     ,,3152.0,3169.7,3110.5,3150.0,3497100.0,5292827865.0,1686900.0,11246.0,7664.0
FUTSTK    ,HAL       ,28/07/2026,4585.6,,4578.9,4626.8,2062200.0,7877357250.0,1703700.0,11358.0,8597.0
 FUTSTK     ,,25/08/2026,111.55,112.74,111.32,112.35,,9937165760.0,88648000.0,11081.0,7418.0
FUTSTK    ,NYKAA     ,29/09/2026,329.5,330.0,327.05,329.75,368750.0,17483125.0,53125.0,17.0,14.0
FUTSTK    ,FORTIS    , 28/07/2026 ,953.95,958.5,941.45,943.7,2842700.0,2619932333.75,,3569.0,2586.0
FUTSTK    ,FEDERALBNK,25/08/2026,357.0,358.0,354.65,356.8,,7406257875.0,20787500.0,,
FUTSTK    ,MCX       ,29/09/2026,2754.4,2783.7,2745.9,2768.3,201375.0,106376490.0,38475.0,171.0,145.0
FUTSTK    ,AMBER     ,28/07/2026,7247.0,7356.5,7247.0,7308.5,,3889965550.0,531500.0,,
FUTSTK    ,SONACOMS  , 28/07/2026 ,720.7,729.9,717.3,,6138475.0,3900268435.0,5388775.0,4399.0,3940.0
FUTSTK    ,SBICARD   ,28/07/2026,634.85,,626.75,644.85,5076800.0,5325256920.0,8334400.0,10418.0,7374.0
FUTSTK    ,DIXON     ,25/08/2026,13850.0,13866.0,13596.0,13658.0,2086350.0,10496936450.0,766050.0,15321.0,10997.0
FUTSTK    ,ICICIPRULI,28/07/2026,501.0,509.9,501.0,,5611975.0,3137900301.25,6188250.0,6690.0,5532.0
FUTSTK    ,DMART     ,29/09/2026,4015.0,4078.7,4015.0,4028.3,,110716140.0,27300.0,182.0,154.0
FUTSTK    ,PAGEIND   , 25/08/2026 ,40510.0,,39785.0,39965.0,226400.0,3734478600.0,93020.0,4651.0,3713.0
FUTSTK    ,AMBUJACEM ,29/09/2026,428.95,438.0,427.85,436.6,2175600.0,349872000.0,802800.0,669.0,610.0
 FUTSTK     ,BDL       , nan ,1206.5,1212.2,1193.0,1209.4,,116846440.0,96900.0,228.0,208.0
FUTSTK    ,NYKAA     ,25/08/2026,327.35,329.5,325.85,329.1,42853125.0,4669280000.0,14234375.0,4555.0,2703.0
FUTSTK    ,RELIANCE  ,25/08/2026,1292.5,1295.2,,1286.5,87790500.0,36767682300.0,28564000.0,57128.0,35066.0
,RELIANCE  , 28/07/2026 ,1286.4,1289.0,1276.7,,44530000.0,34348928200.0,,53657.0,33742.0
FUTSTK    , NAUKRI     ,25/08/2026,1188.0,1211.9,1180.5,1200.9,13626800.0,7267276720.0,6046700.0,,8076.0
FUTSTK    ,, 29/09/2026 ,17550.0,17575.0,17122.0,17160.0,7275.0,67256625.0,3900.0,156.0,141.0
FUTSTK    ,ADANIGREEN,29/09/2026,1428.4,1432.5,,1417.4,235800.0,107120160.0,,,113.0
FUTSTK    ,INFY      ,29/09/2026,1055.0,1087.0,1050.1,1085.2,2122400.0,1051402680.0,975600.0,2439.0,2195.0
FUTSTK    ,PFC       ,29/09/2026,,418.4,409.1,417.0,2505100.0,,1645800.0,1266.0,928.0
FUTSTK    ,MPHASIS   , 28/07/2026 ,2335.0,,2316.3,2335.6,2278100.0,3794268252.5,1623600.0,5904.0,4679.0
 FUTSTK     ,CONCOR    , 28/07/2026 ,471.55,515.0,,510.3,8315000.0,6043819125.0,12055000.0,9644.0,7959.0
FUTSTK    ,AUROPHARMA, nan ,1540.4,1577.4,1540.4,,9155850.0,4697845350.0,3002450.0,5459.0,3983.0
FUTSTK    ,ULTRACEMCO, nan ,,11992.0,11806.0,11925.0,1544500.0,,568200.0,11364.0,9142.0
,TATACONSUM,25/08/2026,1120.0,1132.6,1103.9,1113.0,14191650.0,6929016600.0,6230400.0,11328.0,8413.0
 FUTSTK     ,IDFCFIRSTB,28/07/2026,86.1,,84.76,84.95,101283000.0,,185314500.0,,15041.0
 FUTSTK     , nan , nan ,7684.0,7856.0,7670.0,7790.0,396400.0,70744150.0,,91.0,81.0
FUTSTK    ,GLENMARK  ,,2188.4,2218.9,2188.4,2198.1,5170500.0,8580699150.0,3891000.0,10376.0,6012.0
FUTSTK    , nan ,29/09/2026,1032.2,1036.0,1028.0,1033.6,9630750.0,413569125.0,,534.0,517.0
 nan ,ADANIGREEN,29/09/2026,1428.4,1432.5,1406.3,1417.4,235800.0,107120160.0,75600.0,126.0,113.0
,APLAPOLLO ,,1847.4,1878.1,1847.4,1864.0,,277227265.0,148400.0,424.0,
FUTSTK    ,DIVISLAB  ,29/09/2026,7373.5,,7346.5,7506.5,576200.0,,12700.0,127.0,104.0
FUTSTK    , POLICYBZR  ,25/08/2026,1559.7,,1546.0,1561.2,8158500.0,4754190280.0,3049550.0,8713.0,5092.0
 FUTSTK     , ANGELONE   ,28/07/2026,310.05,312.35,304.6,305.5,9065000.0,2869807500.0,9322500.0,3729.0,3123.0
FUTSTK    ,NTPC      ,28/07/2026,351.8,351.95,347.6,350.3,57628500.0,18734964600.0,,35661.0,19667.0
FUTSTK    ,CONCOR    ,25/08/2026,476.0,516.65,474.2,511.85,18468750.0,9201665062.5,18267500.0,14614.0,11881.0
FUTSTK    ,INDIGO    ,29/09/2026,5187.0,5295.0,5171.5,5287.0,376650.0,263232975.0,50250.0,335.0,282.0
FUTSTK    ,PAGEIND   ,29/09/2026,40495.0,40495.0,39845.0,,1540.0,23238800.0,580.0,29.0,29.0
 FUTSTK     , TECHM      ,25/08/2026,1575.0,1599.3,1572.7,1578.4,17099400.0,12275743440.0,,12902.0,10117.0
 FUTSTK     , SHREECEM   ,25/08/2026,26765.0,26795.0,,,296700.0,3671655750.0,,5506.0,4239.0
FUTSTK    ,PRESTIGE  ,25/08/2026,1610.0,,,,4577850.0,,1870650.0,4157.0,3326.0
FUTSTK    ,RVNL      ,25/08/2026,224.5,226.09,221.56,,27673800.0,3174372162.5,,7365.0,5658.0
 FUTSTK     ,INDHOTEL  , 28/07/2026 ,,737.55,728.05,733.1,7497000.0,4803491850.0,6558000.0,6558.0,5872.0
 FUTSTK     ,,25/08/2026,,,2632.0,2645.6,4013600.0,4103627200.0,1547800.0,7739.0,6419.0
FUTSTK    ,LUPIN     , 29/09/2026 ,,2450.0,2428.9,,59925.0,52895160.0,,51.0,48.0
FUTSTK    ,BANKBARODA, 28/07/2026 ,242.75,247.75,,244.45,38294100.0,,36878400.0,12608.0,8886.0
FUTSTK    ,NYKAA     ,28/07/2026,319.45,328.5,319.45,327.9,18687500.0,4446458593.75,13640625.0,4365.0,2525.0
FUTSTK    ,,29/09/2026,1252.0,1262.0,1246.5,1252.8,150000.0,55102600.0,44000.0,88.0,81.0
 FUTSTK     ,AMBER     ,29/09/2026,7269.5,7369.0,7260.0,7331.0,,19072700.0,2600.0,26.0,26.0
FUTSTK    ,MARICO    ,28/07/2026,862.95,862.95,853.3,859.15,1696800.0,3028543920.0,3534000.0,,2676.0
FUTSTK    , HYUNDAI    , 29/09/2026 ,1941.0,1976.5,1941.0,1973.7,42350.0,21588875.0,11000.0,40.0,39.0
FUTSTK    ,MAXHEALTH ,28/07/2026,1088.9,1117.6,1086.2,,1005900.0,3485665575.0,3158925.0,6017.0,5193.0
,COCHINSHIP,25/08/2026,1392.0,1410.8,1381.9,1405.1,5248000.0,4108686600.0,2944800.0,7362.0,5113.0
FUTSTK    ,IOC       ,28/07/2026,140.98,142.5,140.0,141.76,50246625.0,4622222182.5,,,6075.0
FUTSTK    ,HEROMOTOCO,,5085.7,5182.0,5085.7,5176.9,56250.0,170240955.0,33000.0,220.0,197.0
FUTSTK    ,UNOMINDA  ,29/09/2026,1148.9,1170.0,1143.0,1167.2,33550.0,16543010.0,14300.0,26.0,23.0
 FUTSTK     , CANBK      , 28/07/2026 ,126.5,129.94,125.9,,127919250.0,,122418000.0,18136.0,14586.0
 FUTSTK     ,INOXWIND  ,29/09/2026,,79.49,78.74,,2835200.0,50138560.0,633600.0,99.0,88.0
FUTSTK    ,GMRAIRPORT, 29/09/2026 ,109.38,109.53,108.6,109.47,4749975.0,29667046.5,272025.0,39.0,
 FUTSTK     ,HINDALCO  ,28/07/2026,945.05,952.0,943.85,946.55,16208500.0,10465278425.0,11033400.0,15762.0,7799.0
FUTSTK    ,APOLLOHOSP,25/08/2026,8806.5,8900.5,8793.5,8891.0,,4387155812.5,,3965.0,3500.0
FUTSTK    ,RECLTD    ,29/09/2026,,367.5,357.45,367.0,1064700.0,333197628.75,921375.0,,428.0
FUTSTK    ,PNBHOUSING,29/09/2026,1069.4,,1061.2,1084.0,22750.0,11855025.0,11050.0,17.0,16.0
FUTSTK    , JUBLFOOD   ,29/09/2026,418.9,428.4,418.9,428.2,817500.0,120137937.5,282500.0,226.0,211.0
FUTSTK    ,NBCC      , 29/09/2026 ,95.75,96.66,95.39,95.71,1898000.0,39814385.0,416000.0,64.0,61.0
FUTSTK    ,PETRONET  ,25/08/2026,276.95,279.0,274.2,274.7,25965400.0,2733357955.0,9902800.0,5212.0,3510.0
FUTSTK    ,DALBHARAT , 28/07/2026 ,,1832.3,1715.0,1825.5,2339675.0,4223050357.5,,,3694.0
FUTSTK    ,,29/09/2026,,248.74,239.6,240.36,8226000.0,1163766960.0,4776750.0,2123.0,1179.0
FUTSTK    , DIVISLAB   ,,7303.0,7507.0,7278.0,7462.0,3418300.0,10293847400.0,1384300.0,13843.0,9624.0
 FUTSTK     ,,,1294.0,1312.2,1288.0,1311.1,1898050.0,41445060.0,31900.0,44.0,42.0
FUTSTK    ,ULTRACEMCO,,11862.0,11962.0,11743.0,11862.0,581800.0,6490974000.0,549000.0,10980.0,9180.0
,PRESTIGE  ,,1639.2,1657.0,1639.2,1656.8,12600.0,11870190.0,7200.0,16.0,16.0
 FUTSTK     ,MFSL      ,,1486.4,1531.0,1486.4,1509.0,3305200.0,5004561120.0,,8286.0,5370.0
FUTSTK    ,PAGEIND   ,25/08/2026,40510.0,,39785.0,39965.0,226400.0,,93020.0,4651.0,3713.0
FUTSTK    ,NAM-INDIA , 25/08/2026 ,1125.0,1150.8,1115.2,1145.8,6672500.0,3197078000.0,2798125.0,4477.0,4210.0
FUTSTK    ,LAURUSLABS,28/07/2026,1619.5,1728.8,1619.5,1711.1,3899800.0,11774178410.0,6992950.0,8227.0,6728.0
 FUTSTK     ,BOSCHLTD  ,29/09/2026,41945.0,42370.0,41400.0,41425.0,1300.0,40666750.0,975.0,39.0,36.0
FUTSTK    ,TMPV      ,25/08/2026,330.3,330.4,328.05,329.65,61553600.0,8171735440.0,24824000.0,15515.0,11585.0
 FUTSTK     ,HEROMOTOCO,25/08/2026,5064.0,5158.7,5058.1,5139.8,,9664656915.0,1887000.0,,9751.0
FUTSTK    , ULTRACEMCO , 29/09/2026 ,11959.0,12011.0,11916.0,12002.0,277250.0,36498300.0,3050.0,61.0,49.0
FUTSTK    , JSWENERGY  ,25/08/2026,,,551.2,553.35,21538700.0,4599043177.5,8302225.0,7723.0,4651.0
 FUTSTK     ,,28/07/2026,7247.0,7356.5,7247.0,7308.5,,3889965550.0,531500.0,5315.0,3828.0
FUTSTK    ,ADANIPOWER, 25/08/2026 ,216.0,217.2,214.13,,127182300.0,10755705297.0,49991100.0,14082.0,
FUTSTK    , COALINDIA  ,28/07/2026,429.85,431.8,425.8,428.0,31168800.0,11175173640.0,25990200.0,19252.0,7834.0
FUTSTK    ,POLICYBZR ,28/07/2026,1541.9,1560.0,1537.4,1553.3,4095000.0,4697944965.0,,8656.0,5074.0
 FUTSTK     ,GAIL      ,29/09/2026,173.0,,172.57,176.08,678050.0,39512636.0,227200.0,64.0,59.0
FUTIDX    ,MIDCPNIFTY,28/07/2026,14588.8,,14528.65,14590.75,749760.0,,459600.0,3830.0,2941.0
FUTSTK    ,AXISBANK  ,28/07/2026,,1239.0,1222.1,1228.7,,23496224312.5,19142500.0,30628.0,20023.0
 FUTSTK     ,NAM-INDIA ,25/08/2026,1125.0,1150.8,,1145.8,6672500.0,3197078000.0,2798125.0,4477.0,4210.0
FUTSTK    ,GLENMARK  ,29/09/2026,2234.0,2239.0,,,,12537412.5,5625.0,15.0,14.0
FUTSTK    ,HINDUNILVR,28/07/2026,2152.3,2182.0,2152.3,2174.8,8271600.0,11442400830.0,5259000.0,17530.0,13703.0
,INDUSTOWER,25/08/2026,398.55,399.65,,390.0,80042800.0,10293034795.0,,15397.0,8543.0
FUTSTK    ,UNIONBANK ,28/07/2026,171.3,173.2,169.69,170.18,30306825.0,5499124854.0,32196300.0,7276.0,5539.0
 FUTSTK     ,LICI      ,29/09/2026,418.95,421.5,417.0,,842800.0,98612850.0,,168.0,121.0
 FUTSTK     ,VBL       ,28/07/2026,461.35,465.0,453.7,464.0,18107550.0,6320869492.5,13755975.0,10789.0,8486.0
FUTSTK    , SBIN       ,28/07/2026,1025.0,1025.0,1016.3,,29993250.0,21340361850.0,20907750.0,27877.0,20608.0
FUTSTK    ,SHRIRAMFIN,,1027.9,1044.8,,1043.0,,13856572702.5,13459875.0,16315.0,12510.0
FUTSTK    ,,28/07/2026,409.2,409.2,,406.85,46021800.0,10275663813.75,25317975.0,17767.0,12152.0
FUTSTK    ,,29/09/2026,2873.6,2885.0,2865.8,2878.3,6200.0,5181140.0,1800.0,9.0,9.0
 FUTSTK     ,CIPLA     ,28/07/2026,1412.0,1416.0,1392.0,1405.8,3351125.0,3938112475.0,2800325.0,,5902.0
 nan ,NMDC      ,,84.76,84.76,83.24,83.53,146441250.0,7806951112.5,,13798.0,6572.0
FUTSTK    ,UNIONBANK ,29/09/2026,172.99,174.79,171.91,,2712525.0,,159300.0,36.0,36.0
FUTSTK    ,,28/07/2026,4917.0,4992.0,4866.0,4893.0,302225.0,3625300000.0,,4210.0,3228.0
,PATANJALI ,28/07/2026,343.8,,341.05,347.65,7628200.0,,9551375.0,8885.0,4975.0
FUTSTK    ,PAYTM     ,25/08/2026,1294.5,1306.9,1278.6,1301.0,18523750.0,13183763587.5,10191325.0,14057.0,10150.0
 FUTSTK     ,ITC       ,29/09/2026,288.0,,288.0,289.65,18911175.0,562489121.25,,1123.0,658.0
FUTSTK    ,DRREDDY   ,28/07/2026,1156.4,1159.1,1149.6,1153.7,4793750.0,6074488062.5,5263750.0,8422.0,7571.0
FUTSTK    ,CONCOR    ,29/09/2026,,516.9,477.0,514.9,363750.0,121569375.0,240000.0,192.0,153.0
FUTSTK    , M&M        ,29/09/2026,3224.9,3278.5,,,2348600.0,206347300.0,63600.0,318.0,278.0
FUTSTK    , COCHINSHIP ,,1392.0,1410.8,,1405.1,5248000.0,4108686600.0,2944800.0,7362.0,5113.0
FUTIDX    ,NIFTYNXT50,25/08/2026,72550.0,72801.4,,72682.2,11075.0,,6625.0,265.0,239.0
FUTSTK    ,WIPRO     ,25/08/2026,174.5,175.54,172.81,175.29,278157000.0,18552985560.0,106605000.0,35535.0,23291.0
,MCX       ,28/07/2026,,,2734.0,2755.0,2313900.0,6343437510.0,2304900.0,10244.0,
FUTSTK    , POLYCAB    , nan ,9048.5,9096.0,9000.0,9061.0,1993000.0,8187321062.5,903875.0,7231.0,6275.0
FUTSTK    ,ICICIPRULI, 25/08/2026 ,,513.0,505.5,512.05,18445425.0,2978117050.0,5843225.0,6317.0,5110.0
FUTSTK    ,GLENMARK  ,25/08/2026,2209.9,2230.5,2205.2,2210.5,9496500.0,9299534437.5,4194750.0,11186.0,6662.0
FUTSTK    ,HYUNDAI   , 25/08/2026 ,1934.0,,1934.0,,3813975.0,4308512175.0,,7963.0,
 FUTSTK     ,MANAPPURAM,25/08/2026,358.95,363.9,356.5,362.4,46119000.0,9564042750.0,26616000.0,8872.0,5075.0
 FUTSTK     , IDEA       ,28/07/2026,,13.27,13.03,13.1,1971494925.0,20090824839.0,1528278450.0,21382.0,8580.0
FUTSTK    ,INOXWIND  ,25/08/2026,77.94,79.1,77.94,78.74,82112000.0,2221966976.0,28288000.0,4420.0,2815.0
 nan ,ADANIENT  ,28/07/2026,3056.0,,3007.1,3045.0,6833844.0,16573462818.0,5474553.0,17717.0,
FUTSTK    ,WIPRO     ,29/09/2026,172.18,174.46,171.5,174.15,9213000.0,457441500.0,2646000.0,882.0,807.0
FUTSTK    ,BANKINDIA ,25/08/2026,145.0,145.0,137.25,138.53,84385600.0,8489707408.0,60522800.0,11639.0,8542.0
 FUTSTK     ,CANBK     , 28/07/2026 ,126.5,129.94,125.9,127.64,127919250.0,15642885105.0,122418000.0,18136.0,14586.0
FUTSTK    ,,25/08/2026,1499.9,1540.0,1490.9,1528.5,14096100.0,10827071007.5,,14947.0,11936.0
FUTSTK    ,PERSISTENT,25/08/2026,5263.0,5372.0,5237.3,5287.3,3514625.0,8878866525.0,1674125.0,13393.0,11014.0
FUTSTK    ,DELHIVERY , 29/09/2026 ,470.45,474.0,466.7,473.4,327850.0,69445166.25,147325.0,71.0,58.0
 FUTSTK     ,HINDPETRO , 28/07/2026 ,392.0,397.45,387.65,394.95,15325200.0,3522258067.5,8991000.0,,3509.0
FUTSTK    ,FORCEMOT  ,25/08/2026,,,17110.0,17157.0,263625.0,2823635025.0,163200.0,6528.0,5023.0
 FUTSTK     ,HDFCLIFE  , 28/07/2026 ,551.4,558.5,551.4,553.5,12498200.0,7506968095.0,13532200.0,12302.0,8212.0
FUTSTK    , COALINDIA  ,25/08/2026,427.65,429.55,424.45,425.85,,11419191337.5,26711100.0,,8164.0
FUTSTK    ,MOTHERSON ,28/07/2026,146.17,149.69,146.17,149.31,62619300.0,9072115182.0,61087950.0,9933.0,6890.0
